feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,label
-1.736354565980555,6.111245443998676,5.704896539994231,-9.646786543490743,0.7925938542587008,-0.948753612134726,-5.389874601850397,-9.127245695144591,-5.451859392133329,7.920259766161494,-0.6820972089971118,3.7678116485960205,3.8679678368024684,-5.0813653685826825,9.232707628627237,14.478109487017422,-2.4669344952011656,1.3218268466790786,-1.5757215110331835,-0.4517735840973658,-12.144426556777145,1.2111870078551301,-1.268223617514809,-7.502638982322755,-4.026793488668778,5
-0.08857874456701431,6.1587544064121555,5.813049454188864,-10.118036155174412,2.91490397563682,-4.632423459508894,-6.588235178564936,-9.482051565044314,-3.3442394057992275,7.1464918469687495,-7.956144465551431,-2.2620314324635835,8.154766724248836,-2.110587424198439,9.966546788939407,8.542414923820628,-5.09341764376564,-1.1295596892307402,-2.6651124760619442,-4.0511679768022155,-12.190431578305883,2.8255979373584186,-6.093274343601646,-7.93577697580575,-7.950462857359074,5
-2.4373355657157063,12.210415784716568,5.11762650627786,2.089261054331104,-10.279267543601069,-5.014475678207894,-7.224617303783322,12.731659723762354,1.2528546474816735,4.709327375080756,-8.964850904807063,13.341830242648573,6.4106139850410555,-5.055663972008629,-4.84375938156664,-5.865386995040429,-5.031239177185566,0.9803536148905262,1.322979747491745,-6.741705444566811,2.56948207981478,-8.960424824307095,-1.1694904569835307,-6.480730396085603,-2.2759049338382513,0
5.094993471440503,-5.865247735668915,-0.027615220036680987,1.3103005683403988,-6.212496477726163,2.5262361729192744,-4.808313115169659,-6.120516827101082,9.9481752342035,6.8869623467205905,2.7857822399191243,-3.5357730295143237,-8.474698481934658,3.9031391025434417,-1.2370852233294385,-1.1003011526880053,-3.4220274368779413,-14.287095252248445,9.017350125374668,-5.76545675447015,4.040615361404519,-2.3060709225017777,3.61162216150346,-2.833858964094253,-7.694705634132366,1
12.781959340816986,4.252274764185468,10.120034911965748,5.3213318712919,8.072423499005913,10.77843503700389,-8.711666055863624,-8.012427078839504,-9.380445603888305,-4.343352690613511,2.655907178788407,-7.636856170059338,6.911753741264097,-2.9107786327124887,-4.674835557114559,0.5823800258191137,-7.471692525805956,8.226604780911044,-6.986526010173496,10.785017760442312,-2.1400780194300246,-5.276199183908642,-14.028656057953159,7.925028976936245,7.82339029587863,2
-6.094367504720902,3.0966402627669263,9.233763884321991,-10.63416812265856,4.770128215397671,-0.5706721609636385,-4.231354628362084,-10.293897778063592,-4.210460014038573,7.026603623131354,-6.199545708461359,2.0355452501076607,6.221668842325254,-1.7300649669954988,7.365473671354247,10.07577098658588,-9.746050087156858,3.25249328961781,-7.227809242758199,-7.104337568546806,-8.974030378983864,2.7016855802030513,-0.12829103155223115,-11.745744827455955,-1.5937007312595401,5
3.460386712457131,-7.638899746413008,-1.0897846308228507,1.0601255424502103,-8.400865676625662,3.9388330133489124,-6.717314258792614,-8.658656170543228,9.335976507566675,8.022877378660336,3.854466318221831,-8.296319359809361,-9.784431115064503,4.867524163412605,-2.954228720306892,-8.153752896669273,1.069616420756196,-8.010505836638961,5.487575911160545,-2.331751976865558,6.068820910468354,-6.59040312125818,-1.658231750546669,3.9119322947310717,-6.670044692627711,1
-2.173456379933268,9.213280784138412,6.02502326401787,-0.18108799169991352,-6.8045484932410645,-12.261068454798897,-6.647188642878671,3.4197898593940548,5.780849805936674,3.336151321004783,-10.117477568911893,7.8288622780286214,5.928755631203245,-2.2068894235643857,-12.583022297195686,-3.1394963377108542,-3.070096438054975,-2.522425486998282,-4.04938060978078,0.015565371981346665,-0.1267093054092383,-10.093499063449062,-1.3138206733838138,-1.8263809434113805,-3.2234142570002775,0
0.1359292252352846,5.87801854596318,-5.416708100613997,9.881440894538363,-7.384627974501358,-6.532499406060998,-11.284611775379823,9.626879658770179,9.290655904816031,-7.4568104440082035,5.625098553670191,7.0567299960625265,4.093664124345545,3.3170625629682364,-5.559046470498447,-4.048945318626778,5.134024933765367,13.984097405643347,0.46506494425062206,-3.339411008220187,-4.433779254278689,3.5771361077054395,15.25108935533645,6.584926766774651,7.72528184788478,7
4.827654608879556,6.6405224195960875,10.721799776082266,7.703333914887237,7.894165284431683,6.730146934674369,-9.132867867428784,-7.068010016935119,-9.285923250016783,-4.31520541715044,-5.743480567722539,-5.9393901051132705,6.330698443603398,0.20649673902677979,1.1242983771798984,4.192606407791606,-9.119963074686263,4.304415588515381,-8.907308570177962,14.19913595414431,5.031335255478414,-9.344455095660129,-11.14250049991054,8.201868573645225,5.86199756919256,2
1.1246375698405418,8.352644045103432,11.440301752702148,3.5373380533532472,-9.022521082191977,-9.557340838428727,-7.632146718528047,6.764865952184076,3.807301470094406,5.344545617354771,-9.770382395726132,7.2812127480688735,2.8617347542937743,-6.86950516660203,-4.222503670049306,-5.796675442605814,-7.029502087589216,0.9280809472727123,-0.39780617783559324,-6.3850607865419935,2.6213706593114097,-7.064600990844163,-7.014532773872195,-1.7782947332554577,0.5233610002613054,0
8.303845685386086,2.2154598062112614,9.337657737627953,6.70806640301662,-0.13167606282406208,5.697807673465541,-1.309215944896752,-6.709222502077436,-13.909372622621433,0.24088101277912255,-0.6987769434339326,-6.489185442071552,4.241952461323234,-1.1812514757326371,-4.998605624976022,-3.961022882947783,-2.713415588993076,4.958963459540903,-4.770057785198518,12.933826126924632,2.942371524726112,-3.442711708408682,-11.518164032187155,1.6424771020868274,3.075651461896987,2
-0.11245452575602499,1.40925968111788,-9.739876432096922,-2.3507009575588786,-3.7020561253754685,6.798903730185976,0.9453646663898101,-2.6035646587059484,-7.554841786043525,-2.677254010261078,-3.9412990793434215,-0.29559171803409345,0.45710945433843264,11.294932564695186,-0.08802915181951404,-8.414420379001609,7.060317115394836,2.3904093914155777,0.6621736171074059,5.763739612026313,-1.227531830948758,0.7065636448938786,-1.9184144613834209,-12.989975084582785,-7.388476755436271,3
-8.506923086002743,3.4974610353867437,-4.109876068282979,10.782944850723613,-7.822463956832021,1.50526095857672,-9.13426522076109,8.845664362325149,6.824632677195158,-3.741722301359832,5.864058743176189,7.865146401342059,-3.972974441675899,1.8426655933022982,-7.690149537693563,-8.91236758992271,9.667638126159876,5.20895887222901,5.551899164177986,-4.102868927904067,2.411534924548504,4.690808141889193,12.205562055680968,10.735926546636119,4.069748212016233,7
7.020972706269656,-5.987623905847473,2.6420353180153167,2.3014262481034753,-9.9521260746944,7.521639197496164,-6.8242764480367875,-5.79146571603115,7.974687728704972,11.086639359950103,8.487986110208439,-3.386494690093635,-13.932765026613827,3.73029168238342,1.8791999941919655,-6.240533220535097,1.0181353902985202,-13.617871912589429,6.385270364887996,-3.7960062901210643,4.27640387904687,-0.7291115278795242,0.03919353569098033,1.9487658035501285,-6.261975284661225,1
-11.16802331801353,6.757344153540779,-3.2331704830034624,8.232280269862056,-8.930861774605244,-2.689641682398674,-7.274246731001165,6.880179421449686,6.2764257664035465,-4.587952112976096,-2.657147795591575,2.740700327765063,5.278996472234293,1.4125639279207332,-6.475226648842915,-12.378151722724104,7.803524746700341,10.471341372719372,9.260044407090211,1.5107368834632577,-5.23315355806812,3.279614748944062,4.263457123459863,5.637590818742467,5.065403009340597,7
3.1350103490452454,-6.939694971686091,1.895984997385461,4.168905605601662,-10.312321084304967,-0.732834026933193,-5.919908431588336,-10.757805566859034,7.68207914791366,12.625830887583781,8.235735533743641,-3.5127888359039576,-11.226355222654128,4.213151948919784,1.459693101760843,-8.498319467518263,3.2813234271921914,-6.080366353900114,12.345740121934327,-4.061292551671279,4.7189249365946715,-0.23031025738405564,1.5198452662286552,-0.3188796826099387,-7.4242679808091125,1
3.3473947083790123,4.658327572747428,-8.50624911396357,-1.8472395679402664,-8.133994536711754,4.687930378280822,-1.0292425632457998,3.1115535154910443,-11.553370569940935,-5.076916068847713,-2.2038328031802212,5.494275090675483,4.053313658508195,6.637462177696092,0.040693679837854546,-7.454755920631807,3.4845673256066814,5.829225326766299,3.863957818266692,5.363843040502909,-0.16295595682112163,3.1250591748298424,0.954221266718025,-5.5317763627093886,-12.232747046332854,3
8.627612418326972,5.626636036376256,9.80967645852751,3.5020784486977936,3.3844613265213512,4.794236481502756,-3.129283461695387,-7.091630463221334,-9.557642164775718,-5.417661132829352,-3.801379285849584,1.1122145583360172,8.925674404596833,-6.73793957899781,-0.6207775545393108,3.8370273510185484,-7.884546656225468,6.81068197015539,-8.546347324957269,14.669188493127677,3.4541699134529216,-5.660659844877235,-10.959920985009964,2.7266275575520464,9.61624251458981,2
-2.8635921897120777,8.219856470032694,5.202270747199934,-14.360898815423823,2.9350431409555977,-2.7627456497883247,-8.229112870965237,-9.489839036332693,1.0442103010334352,7.215584835068108,-3.844361623027149,-0.7414834708477174,0.9787228193191648,-4.5842043580315295,6.182870636902977,11.638649088044009,-4.712156421958728,6.151664523283513,-5.75471061614108,-6.450340727814696,-5.427861632021024,4.836229259768273,1.0154930190047853,-11.754653762720892,-0.06458004594793554,5
-1.3585185605969905,9.501391978873666,2.0906405369559593,2.4890741122543587,-3.224137344357178,-5.758520181989629,-6.433359783956408,6.730992990467134,3.897050833423452,4.859621151462224,-11.965586938302032,10.194499555237073,4.16961115740766,-7.335418473646457,-5.890179887627053,-5.588799119481013,-6.888236303502069,3.130093060601948,0.06891606859349708,-5.937238285066371,-1.6069040966753487,-7.572384234662741,-5.271966313948537,-2.389911991493609,-1.7863919685481968,0
5.7218971111941705,6.650559757168686,6.0396227906061934,10.244554137708093,0.2799718883869804,8.034271116309473,-4.799452675345172,-4.839388635294982,-11.794139020725602,-6.0306848117324225,-3.724711177769673,-3.586409156130417,7.470499720370509,-4.972689227785387,-7.2993335202882825,1.5578801758795553,-7.636165664980152,11.436979333700139,-8.417477984996887,14.273370801261033,2.5189363906722972,-9.958718718220819,-12.689770488841788,9.282053022730349,8.527400851186178,2
11.53355996980265,-5.148642763862887,-5.046200210388335,0.0181803995541151,13.38698750079633,-5.340299732910675,-0.05101240278441255,0.2358384934395037,-1.07647132124072,5.76058815761434,-1.2836952205105816,6.370236217600544,-1.458743144096994,-0.1810093565843497,-8.784379172949418,8.561737994802296,-5.31599926331749,-9.273064150789889,-12.21036879639749,4.691404054444888,1.6949570023378555,-11.048287132247406,1.8281065428053818,-7.217448016628491,-1.3589152487001064,6
